Match_ID,Player,Team,Runs,Balls,Strike_Rate,Wickets,Venue
M00402,Jasprit Bumrah,MI,1,11,9.09,1,Eden Gardens
M00403,KL Rahul,LSG,67,33,203.03,0,Chepauk
M00404,KL Rahul,LSG,64,19,336.84,0,Eden Gardens
M00405,Surya Kumar Yadav,MI,4,26,15.38,0,Chepauk
M00406,Rohit Sharma,MI,26,19,136.84,1,Eden Gardens
M00407,Shubman Gill,GT,61,26,234.62,2,Chepauk
M00408,Ruturaj Gaikwad,CSK,46,18,255.56,0,Wankhede
M00409,Rohit Sharma,MI,8,13,61.54,2,Eden Gardens
M00410,Ruturaj Gaikwad,CSK,50,5,1000.0,1,Chepauk
M00411,Ravindra Jadeja,CSK,46,37,124.32,0,Chepauk
M00412,Rohit Sharma,MI,67,42,159.52,3,Wankhede
M00413,Jasprit Bumrah,MI,23,16,143.75,2,Chinnaswamy
M00414,Virat Kohli,RCB,37,15,246.67,0,Chinnaswamy
M00415,Jasprit Bumrah,MI,35,19,184.21,0,Chinnaswamy
M00416,Rohit Sharma,MI,51,7,728.57,2,Chinnaswamy
M00417,Ruturaj Gaikwad,CSK,77,38,202.63,2,Eden Gardens
M00418,KL Rahul,LSG,10,34,29.41,2,Wankhede
M00419,Virat Kohli,RCB,31,16,193.75,1,Chepauk
M00420,Ravindra Jadeja,CSK,45,1,4500.0,0,Wankhede
M00421,Ruturaj Gaikwad,CSK,9,24,37.5,1,Chepauk
M00422,Jasprit Bumrah,MI,40,21,190.48,1,Chinnaswamy
M00423,Virat Kohli,RCB,32,21,152.38,0,Chepauk
M00424,Jasprit Bumrah,MI,68,38,178.95,1,Chinnaswamy
M00425,Shubman Gill,GT,5,29,17.24,1,Wankhede
M00426,Shubman Gill,GT,13,44,29.55,3,Chepauk
M00427,Ravindra Jadeja,CSK,8,27,29.63,1,Chepauk
M00428,Rohit Sharma,MI,18,15,120.0,0,Wankhede
M00429,Jasprit Bumrah,MI,50,17,294.12,3,Chinnaswamy
M00430,Virat Kohli,RCB,60,40,150.0,1,Wankhede
M00431,Jasprit Bumrah,MI,8,32,25.0,1,Chepauk
M00432,Rohit Sharma,MI,53,17,311.76,3,Eden Gardens
M00433,Rohit Sharma,MI,15,24,62.5,1,Wankhede
M00434,Jasprit Bumrah,MI,62,15,413.33,1,Wankhede
M00435,KL Rahul,LSG,0,13,0.0,1,Chinnaswamy
M00436,KL Rahul,LSG,38,26,146.15,2,Chinnaswamy
M00437,Ruturaj Gaikwad,CSK,10,17,58.82,3,Wankhede
M00438,Shubman Gill,GT,37,13,284.62,2,Wankhede
M00439,Surya Kumar Yadav,MI,16,25,64.0,2,Chepauk
M00440,Surya Kumar Yadav,MI,25,25,100.0,1,Eden Gardens
M00441,Shubman Gill,GT,11,28,39.29,1,Wankhede
M00442,Shubman Gill,GT,69,10,690.0,0,Chepauk
M00443,Jasprit Bumrah,MI,10,15,66.67,0,Chinnaswamy
M00444,Shubman Gill,GT,14,17,82.35,0,Wankhede
M00445,Ravindra Jadeja,CSK,38,23,165.22,2,Chinnaswamy
M00446,Shubman Gill,GT,54,9,600.0,3,Wankhede
M00447,Rohit Sharma,MI,15,52,28.85,3,Chepauk
M00448,Rohit Sharma,MI,28,28,100.0,2,Chinnaswamy
M00449,Ruturaj Gaikwad,CSK,48,26,184.62,3,Chinnaswamy
M00450,Jasprit Bumrah,MI,28,11,254.55,0,Chepauk
M00451,Virat Kohli,RCB,29,31,93.55,0,Eden Gardens
M00452,Ravindra Jadeja,CSK,11,28,39.29,3,Chinnaswamy
M00453,Jasprit Bumrah,MI,45,25,180.0,0,Chepauk
M00454,Ravindra Jadeja,CSK,78,23,339.13,0,Chinnaswamy
M00455,Ruturaj Gaikwad,CSK,3,29,10.34,3,Chepauk
M00456,KL Rahul,LSG,51,15,340.0,3,Wankhede
M00457,Rohit Sharma,MI,48,23,208.7,2,Chepauk
M00458,Ruturaj Gaikwad,CSK,21,31,67.74,3,Chepauk
M00459,Shubman Gill,GT,35,30,116.67,2,Wankhede
M00460,Shubman Gill,GT,13,43,30.23,0,Chepauk
M00461,Rohit Sharma,MI,27,26,103.85,3,Wankhede
M00462,Ruturaj Gaikwad,CSK,77,30,256.67,1,Chepauk
M00463,Rohit Sharma,MI,38,30,126.67,0,Wankhede
M00464,Surya Kumar Yadav,MI,17,21,80.95,0,Eden Gardens
M00465,Ravindra Jadeja,CSK,26,29,89.66,2,Chepauk
M00466,KL Rahul,LSG,28,39,71.79,1,Eden Gardens
M00467,Shubman Gill,GT,47,6,783.33,1,Chepauk
M00468,KL Rahul,LSG,29,21,138.1,1,Chinnaswamy
M00469,KL Rahul,LSG,44,35,125.71,3,Chinnaswamy
M00470,Ravindra Jadeja,CSK,17,10,170.0,2,Chepauk
M00471,Surya Kumar Yadav,MI,56,23,243.48,1,Chepauk
M00472,Virat Kohli,RCB,76,40,190.0,1,Eden Gardens
M00473,Ravindra Jadeja,CSK,0,21,0.0,0,Wankhede
M00474,Rohit Sharma,MI,3,43,6.98,0,Eden Gardens
M00475,Ravindra Jadeja,CSK,27,28,96.43,3,Wankhede
M00476,Virat Kohli,RCB,3,32,9.38,0,Chepauk
M00477,Ruturaj Gaikwad,CSK,0,27,0.0,2,Wankhede
M00478,Shubman Gill,GT,39,24,162.5,1,Eden Gardens
M00479,Shubman Gill,GT,0,19,0.0,2,Chepauk
M00480,Shubman Gill,GT,28,11,254.55,0,Chepauk
M00481,KL Rahul,LSG,43,5,860.0,1,Wankhede
M00482,Virat Kohli,RCB,7,16,43.75,1,Chepauk
M00483,KL Rahul,LSG,39,21,185.71,0,Chepauk
M00484,Shubman Gill,GT,16,11,145.45,3,Wankhede
M00485,Surya Kumar Yadav,MI,22,34,64.71,0,Wankhede
M00486,Jasprit Bumrah,MI,42,19,221.05,0,Chinnaswamy
M00487,Ravindra Jadeja,CSK,0,27,0.0,0,Chinnaswamy
M00488,Ravindra Jadeja,CSK,0,23,0.0,1,Wankhede
M00489,KL Rahul,LSG,71,25,284.0,0,Eden Gardens
M00490,Ravindra Jadeja,CSK,86,26,330.77,2,Chepauk
M00491,Virat Kohli,RCB,42,23,182.61,0,Chinnaswamy
M00492,Jasprit Bumrah,MI,43,29,148.28,0,Eden Gardens
M00493,Shubman Gill,GT,23,18,127.78,0,Chinnaswamy
M00494,KL Rahul,LSG,28,21,133.33,0,Eden Gardens
M00495,Shubman Gill,GT,38,19,200.0,1,Chinnaswamy
M00496,Shubman Gill,GT,28,18,155.56,2,Wankhede
M00497,Shubman Gill,GT,81,46,176.09,1,Wankhede
M00498,Jasprit Bumrah,MI,51,11,463.64,1,Eden Gardens
M00499,Jasprit Bumrah,MI,0,25,0.0,0,Wankhede
M00500,Rohit Sharma,MI,39,26,150.0,2,Chepauk
M00501,Virat Kohli,RCB,51,7,728.57,1,Chepauk
M00502,Surya Kumar Yadav,MI,13,26,50.0,0,Chinnaswamy
M00503,Jasprit Bumrah,MI,24,20,120.0,0,Eden Gardens
M00504,Ruturaj Gaikwad,CSK,17,24,70.83,0,Wankhede
M00505,Rohit Sharma,MI,0,23,0.0,0,Chinnaswamy
M00506,Shubman Gill,GT,33,14,235.71,0,Chinnaswamy
M00507,Surya Kumar Yadav,MI,44,40,110.0,0,Wankhede
M00508,Surya Kumar Yadav,MI,43,25,172.0,0,Eden Gardens
M00509,Rohit Sharma,MI,70,14,500.0,0,Chepauk
M00510,Shubman Gill,GT,47,9,522.22,3,Chepauk
M00511,Jasprit Bumrah,MI,58,23,252.17,1,Chinnaswamy
M00512,Surya Kumar Yadav,MI,40,19,210.53,3,Chinnaswamy
M00513,Virat Kohli,RCB,36,39,92.31,0,Chepauk
M00514,Virat Kohli,RCB,58,41,141.46,0,Chinnaswamy
M00515,Surya Kumar Yadav,MI,61,16,381.25,1,Chinnaswamy
M00516,Ruturaj Gaikwad,CSK,50,26,192.31,0,Wankhede
M00517,Virat Kohli,RCB,10,18,55.56,0,Wankhede
M00518,Virat Kohli,RCB,40,12,333.33,1,Eden Gardens
M00519,Virat Kohli,RCB,0,16,0.0,1,Eden Gardens
M00520,Surya Kumar Yadav,MI,0,28,0.0,1,Eden Gardens
M00521,Surya Kumar Yadav,MI,28,41,68.29,1,Wankhede
M00522,Ruturaj Gaikwad,CSK,82,33,248.48,0,Chinnaswamy
M00523,KL Rahul,LSG,45,21,214.29,1,Eden Gardens
M00524,Jasprit Bumrah,MI,41,30,136.67,0,Eden Gardens
M00525,Shubman Gill,GT,37,29,127.59,0,Chinnaswamy
M00526,Virat Kohli,RCB,61,15,406.67,0,Chinnaswamy
M00527,Ravindra Jadeja,CSK,23,29,79.31,3,Chinnaswamy
M00528,Shubman Gill,GT,21,12,175.0,3,Chepauk
M00529,KL Rahul,LSG,40,25,160.0,1,Eden Gardens
M00530,KL Rahul,LSG,80,30,266.67,0,Eden Gardens
M00531,Ravindra Jadeja,CSK,21,29,72.41,1,Chepauk
M00532,Virat Kohli,RCB,21,27,77.78,3,Wankhede
M00533,Jasprit Bumrah,MI,36,36,100.0,0,Chinnaswamy
M00534,Ruturaj Gaikwad,CSK,36,24,150.0,0,Eden Gardens
M00535,Surya Kumar Yadav,MI,54,33,163.64,0,Wankhede
M00536,Virat Kohli,RCB,28,1,2800.0,1,Chepauk
M00537,Shubman Gill,GT,67,18,372.22,0,Chinnaswamy
M00538,Ruturaj Gaikwad,CSK,16,13,123.08,1,Chepauk
M00539,Jasprit Bumrah,MI,24,23,104.35,1,Wankhede
M00540,Jasprit Bumrah,MI,36,25,144.0,1,Eden Gardens
M00541,Surya Kumar Yadav,MI,18,19,94.74,3,Eden Gardens
M00542,Shubman Gill,GT,54,28,192.86,0,Chinnaswamy
M00543,Ruturaj Gaikwad,CSK,28,16,175.0,1,Eden Gardens
M00544,Shubman Gill,GT,30,18,166.67,1,Wankhede
M00545,Jasprit Bumrah,MI,66,14,471.43,1,Eden Gardens
M00546,Virat Kohli,RCB,45,10,450.0,1,Eden Gardens
M00547,Surya Kumar Yadav,MI,21,14,150.0,0,Eden Gardens
M00548,KL Rahul,LSG,73,32,228.12,0,Eden Gardens
M00549,Rohit Sharma,MI,0,38,0.0,3,Eden Gardens
M00550,Rohit Sharma,MI,50,17,294.12,1,Chepauk
M00551,Jasprit Bumrah,MI,7,22,31.82,0,Chinnaswamy
M00552,KL Rahul,LSG,62,19,326.32,0,Chinnaswamy
M00553,Ravindra Jadeja,CSK,29,9,322.22,1,Eden Gardens
M00554,KL Rahul,LSG,44,10,440.0,0,Eden Gardens
M00555,Virat Kohli,RCB,64,38,168.42,1,Wankhede
M00556,Surya Kumar Yadav,MI,17,22,77.27,2,Chepauk
M00557,Shubman Gill,GT,8,1,800.0,3,Chinnaswamy
M00558,KL Rahul,LSG,32,33,96.97,3,Chinnaswamy
M00559,Surya Kumar Yadav,MI,22,33,66.67,0,Chepauk
M00560,Ruturaj Gaikwad,CSK,66,38,173.68,0,Eden Gardens
M00561,Ravindra Jadeja,CSK,75,2,3750.0,0,Chepauk
M00562,Jasprit Bumrah,MI,65,21,309.52,1,Chinnaswamy
M00563,Ruturaj Gaikwad,CSK,57,27,211.11,1,Eden Gardens
M00564,Jasprit Bumrah,MI,15,32,46.88,0,Chinnaswamy
M00565,Surya Kumar Yadav,MI,71,30,236.67,0,Eden Gardens
M00566,Ruturaj Gaikwad,CSK,34,24,141.67,2,Chepauk
M00567,Jasprit Bumrah,MI,76,25,304.0,2,Chinnaswamy
M00568,Surya Kumar Yadav,MI,69,27,255.56,1,Wankhede
M00569,Virat Kohli,RCB,26,3,866.67,3,Wankhede
M00570,Rohit Sharma,MI,93,28,332.14,1,Wankhede
M00571,KL Rahul,LSG,37,19,194.74,0,Chepauk
M00572,Virat Kohli,RCB,63,29,217.24,3,Wankhede
M00573,Jasprit Bumrah,MI,4,23,17.39,1,Eden Gardens
M00574,Surya Kumar Yadav,MI,16,7,228.57,0,Wankhede
M00575,Rohit Sharma,MI,69,54,127.78,0,Chinnaswamy
M00576,Surya Kumar Yadav,MI,43,24,179.17,3,Wankhede
M00577,Shubman Gill,GT,38,18,211.11,2,Wankhede
M00578,Ruturaj Gaikwad,CSK,25,9,277.78,1,Eden Gardens
M00579,KL Rahul,LSG,22,13,169.23,1,Chepauk
M00580,KL Rahul,LSG,47,45,104.44,1,Chepauk
M00581,Ruturaj Gaikwad,CSK,17,39,43.59,1,Eden Gardens
M00582,Jasprit Bumrah,MI,22,13,169.23,0,Chepauk
M00583,Ruturaj Gaikwad,CSK,51,11,463.64,0,Eden Gardens
M00584,Ruturaj Gaikwad,CSK,82,15,546.67,0,Chepauk
M00585,KL Rahul,LSG,28,36,77.78,0,Chepauk
M00586,Virat Kohli,RCB,49,22,222.73,1,Chepauk
M00587,Jasprit Bumrah,MI,48,23,208.7,1,Chepauk
M00588,Shubman Gill,GT,47,33,142.42,1,Wankhede
M00589,Shubman Gill,GT,15,29,51.72,2,Chinnaswamy
M00590,Surya Kumar Yadav,MI,24,35,68.57,1,Chinnaswamy
M00591,Virat Kohli,RCB,23,11,209.09,0,Chinnaswamy
M00592,Virat Kohli,RCB,0,26,0.0,1,Eden Gardens
M00593,Surya Kumar Yadav,MI,55,42,130.95,0,Chinnaswamy
M00594,KL Rahul,LSG,28,38,73.68,2,Wankhede
M00595,KL Rahul,LSG,37,43,86.05,0,Wankhede
M00596,Jasprit Bumrah,MI,57,40,142.5,1,Chinnaswamy
M00597,Ravindra Jadeja,CSK,46,18,255.56,3,Eden Gardens
M00598,Rohit Sharma,MI,34,33,103.03,1,Chinnaswamy
M00599,Ravindra Jadeja,CSK,63,29,217.24,2,Chepauk
M00600,KL Rahul,LSG,57,23,247.83,0,Chinnaswamy
M00601,Jasprit Bumrah,MI,31,21,147.62,1,Eden Gardens
M00602,KL Rahul,LSG,28,12,233.33,0,Eden Gardens
M00603,KL Rahul,LSG,11,23,47.83,3,Chinnaswamy
M00604,Ruturaj Gaikwad,CSK,38,25,152.0,1,Wankhede
M00605,Jasprit Bumrah,MI,11,18,61.11,0,Chinnaswamy
M00606,Shubman Gill,GT,7,33,21.21,1,Wankhede
M00607,Shubman Gill,GT,37,19,194.74,0,Chinnaswamy
M00608,Shubman Gill,GT,19,54,35.19,2,Chepauk
M00609,KL Rahul,LSG,38,8,475.0,2,Wankhede
M00610,Ruturaj Gaikwad,CSK,57,28,203.57,0,Eden Gardens
M00611,Surya Kumar Yadav,MI,40,25,160.0,0,Chepauk
M00612,Rohit Sharma,MI,0,27,0.0,1,Eden Gardens
M00613,Virat Kohli,RCB,58,39,148.72,2,Eden Gardens
M00614,Shubman Gill,GT,58,24,241.67,0,Wankhede
M00615,Ruturaj Gaikwad,CSK,86,45,191.11,3,Chepauk
M00616,KL Rahul,LSG,14,37,37.84,1,Wankhede
M00617,Ravindra Jadeja,CSK,13,30,43.33,1,Chepauk
M00618,Jasprit Bumrah,MI,59,24,245.83,2,Eden Gardens
M00619,Virat Kohli,RCB,30,33,90.91,1,Chepauk
M00620,Virat Kohli,RCB,37,14,264.29,0,Eden Gardens
M00621,Shubman Gill,GT,0,37,0.0,2,Chepauk
M00622,Jasprit Bumrah,MI,9,17,52.94,3,Wankhede
M00623,Ruturaj Gaikwad,CSK,79,20,395.0,0,Chinnaswamy
M00624,Surya Kumar Yadav,MI,39,42,92.86,0,Wankhede
M00625,Shubman Gill,GT,35,29,120.69,2,Chinnaswamy
M00626,Ruturaj Gaikwad,CSK,34,14,242.86,3,Eden Gardens
M00627,Ravindra Jadeja,CSK,16,44,36.36,1,Chinnaswamy
M00628,Virat Kohli,RCB,29,37,78.38,1,Wankhede
M00629,Virat Kohli,RCB,37,41,90.24,0,Chepauk
M00630,Rohit Sharma,MI,0,40,0.0,0,Wankhede
M00631,KL Rahul,LSG,16,18,88.89,0,Chepauk
M00632,Jasprit Bumrah,MI,34,26,130.77,0,Wankhede
M00633,Ravindra Jadeja,CSK,8,26,30.77,2,Wankhede
M00634,Jasprit Bumrah,MI,58,22,263.64,2,Chinnaswamy
M00635,Surya Kumar Yadav,MI,57,26,219.23,0,Chepauk
M00636,Shubman Gill,GT,18,34,52.94,0,Eden Gardens
M00637,Rohit Sharma,MI,16,27,59.26,0,Wankhede
M00638,Shubman Gill,GT,65,23,282.61,1,Chinnaswamy
M00639,Ravindra Jadeja,CSK,19,23,82.61,0,Eden Gardens
M00640,Ravindra Jadeja,CSK,46,30,153.33,0,Chinnaswamy
M00641,Virat Kohli,RCB,59,24,245.83,0,Chepauk
M00642,Ruturaj Gaikwad,CSK,12,16,75.0,0,Eden Gardens
M00643,Shubman Gill,GT,24,24,100.0,0,Wankhede
M00644,Surya Kumar Yadav,MI,35,25,140.0,1,Eden Gardens
M00645,Virat Kohli,RCB,10,27,37.04,0,Wankhede
M00646,Jasprit Bumrah,MI,5,23,21.74,0,Chepauk
M00647,Virat Kohli,RCB,0,27,0.0,3,Chinnaswamy
M00648,KL Rahul,LSG,37,21,176.19,0,Wankhede
M00649,Virat Kohli,RCB,25,21,119.05,1,Chinnaswamy
M00650,Rohit Sharma,MI,22,13,169.23,0,Eden Gardens
M00651,Ruturaj Gaikwad,CSK,10,15,66.67,3,Chinnaswamy
M00652,Surya Kumar Yadav,MI,51,21,242.86,1,Wankhede
M00653,Surya Kumar Yadav,MI,32,23,139.13,1,Wankhede
M00654,Shubman Gill,GT,59,17,347.06,0,Chinnaswamy
M00655,Shubman Gill,GT,0,19,0.0,0,Chinnaswamy
M00656,Ravindra Jadeja,CSK,40,33,121.21,2,Chepauk
M00657,KL Rahul,LSG,28,25,112.0,1,Chinnaswamy
M00658,Ravindra Jadeja,CSK,43,25,172.0,1,Chepauk
M00659,KL Rahul,LSG,68,28,242.86,0,Chepauk
M00660,Ruturaj Gaikwad,CSK,0,38,0.0,3,Chepauk
M00661,Ruturaj Gaikwad,CSK,70,38,184.21,1,Eden Gardens
M00662,Shubman Gill,GT,24,21,114.29,0,Chepauk
M00663,Surya Kumar Yadav,MI,43,38,113.16,1,Chepauk
M00664,Ravindra Jadeja,CSK,7,29,24.14,3,Chinnaswamy
M00665,Surya Kumar Yadav,MI,0,28,0.0,0,Chepauk
M00666,Rohit Sharma,MI,0,17,0.0,1,Eden Gardens
M00667,Virat Kohli,RCB,65,25,260.0,3,Eden Gardens
M00668,Virat Kohli,RCB,32,45,71.11,1,Wankhede
M00669,Rohit Sharma,MI,24,30,80.0,0,Wankhede
M00670,Virat Kohli,RCB,35,9,388.89,0,Eden Gardens
M00671,Shubman Gill,GT,24,36,66.67,2,Eden Gardens
M00672,KL Rahul,LSG,22,33,66.67,0,Wankhede
M00673,Ruturaj Gaikwad,CSK,54,22,245.45,3,Chepauk
M00674,Surya Kumar Yadav,MI,77,28,275.0,2,Chinnaswamy
M00675,KL Rahul,LSG,40,13,307.69,1,Wankhede
M00676,Surya Kumar Yadav,MI,3,16,18.75,3,Chinnaswamy
M00677,Ravindra Jadeja,CSK,57,37,154.05,1,Chinnaswamy
M00678,Surya Kumar Yadav,MI,75,30,250.0,0,Eden Gardens
M00679,Virat Kohli,RCB,32,42,76.19,2,Wankhede
M00680,Rohit Sharma,MI,20,20,100.0,1,Eden Gardens
M00681,Rohit Sharma,MI,27,13,207.69,0,Chinnaswamy
M00682,KL Rahul,LSG,21,53,39.62,3,Eden Gardens
M00683,Ruturaj Gaikwad,CSK,23,6,383.33,0,Chinnaswamy
M00684,Ravindra Jadeja,CSK,5,17,29.41,0,Chinnaswamy
M00685,Surya Kumar Yadav,MI,36,16,225.0,1,Chinnaswamy
M00686,KL Rahul,LSG,41,26,157.69,0,Chepauk
M00687,Ravindra Jadeja,CSK,59,36,163.89,0,Chepauk
M00688,Shubman Gill,GT,31,27,114.81,0,Chinnaswamy
M00689,Ravindra Jadeja,CSK,51,15,340.0,2,Eden Gardens
M00690,Jasprit Bumrah,MI,38,20,190.0,0,Chinnaswamy
M00691,KL Rahul,LSG,31,31,100.0,0,Chinnaswamy
M00692,Ravindra Jadeja,CSK,12,17,70.59,1,Eden Gardens
M00693,Ravindra Jadeja,CSK,48,21,228.57,3,Chinnaswamy
M00694,Ruturaj Gaikwad,CSK,31,39,79.49,1,Wankhede
M00695,Ravindra Jadeja,CSK,26,29,89.66,2,Chepauk
M00696,KL Rahul,LSG,36,15,240.0,3,Wankhede
M00697,Jasprit Bumrah,MI,38,1,3800.0,3,Chinnaswamy
M00698,Ravindra Jadeja,CSK,41,37,110.81,0,Eden Gardens
M00699,Surya Kumar Yadav,MI,24,21,114.29,0,Wankhede
M00700,Ruturaj Gaikwad,CSK,59,29,203.45,1,Chinnaswamy
M00701,Ruturaj Gaikwad,CSK,41,31,132.26,3,Wankhede
M00702,Rohit Sharma,MI,14,37,37.84,1,Chepauk
M00703,Shubman Gill,GT,0,28,0.0,3,Wankhede
M00704,Rohit Sharma,MI,15,23,65.22,1,Wankhede
M00705,Ravindra Jadeja,CSK,41,28,146.43,3,Eden Gardens
M00706,Jasprit Bumrah,MI,40,25,160.0,3,Chinnaswamy
M00707,Ravindra Jadeja,CSK,54,3,1800.0,1,Chinnaswamy
M00708,Ravindra Jadeja,CSK,46,20,230.0,0,Chinnaswamy
M00709,Virat Kohli,RCB,56,43,130.23,0,Chinnaswamy
M00710,Ruturaj Gaikwad,CSK,36,17,211.76,2,Eden Gardens
M00711,Jasprit Bumrah,MI,77,29,265.52,2,Chinnaswamy
M00712,Shubman Gill,GT,27,17,158.82,3,Wankhede
M00713,Rohit Sharma,MI,0,38,0.0,3,Chepauk
M00714,Ravindra Jadeja,CSK,11,9,122.22,1,Wankhede
M00715,Shubman Gill,GT,38,28,135.71,1,Chepauk
M00716,Ravindra Jadeja,CSK,13,24,54.17,0,Chinnaswamy
M00717,Rohit Sharma,MI,43,17,252.94,0,Eden Gardens
M00718,Rohit Sharma,MI,0,18,0.0,0,Chinnaswamy
M00719,KL Rahul,LSG,38,23,165.22,3,Chepauk
M00720,Rohit Sharma,MI,12,37,32.43,3,Wankhede
M00721,Rohit Sharma,MI,26,22,118.18,1,Chepauk
M00722,Ravindra Jadeja,CSK,98,28,350.0,1,Wankhede
M00723,Virat Kohli,RCB,51,17,300.0,0,Eden Gardens
M00724,Virat Kohli,RCB,59,30,196.67,1,Eden Gardens
M00725,Rohit Sharma,MI,15,26,57.69,1,Wankhede
M00726,KL Rahul,LSG,45,37,121.62,3,Chinnaswamy
M00727,Surya Kumar Yadav,MI,63,14,450.0,2,Eden Gardens
M00728,Ruturaj Gaikwad,CSK,101,28,360.71,3,Wankhede
M00729,Surya Kumar Yadav,MI,0,31,0.0,1,Chepauk
M00730,Ravindra Jadeja,CSK,46,29,158.62,3,Chinnaswamy
M00731,Rohit Sharma,MI,33,19,173.68,3,Eden Gardens
M00732,KL Rahul,LSG,64,39,164.1,1,Chepauk
M00733,Virat Kohli,RCB,82,40,205.0,2,Eden Gardens
M00734,Jasprit Bumrah,MI,33,28,117.86,1,Chepauk
M00735,Rohit Sharma,MI,35,26,134.62,0,Wankhede
M00736,Jasprit Bumrah,MI,11,17,64.71,0,Wankhede
M00737,Ravindra Jadeja,CSK,24,7,342.86,0,Chepauk
M00738,Jasprit Bumrah,MI,35,32,109.38,1,Wankhede
M00739,Rohit Sharma,MI,25,16,156.25,0,Eden Gardens
M00740,Jasprit Bumrah,MI,39,23,169.57,0,Wankhede
M00741,Ravindra Jadeja,CSK,47,9,522.22,1,Eden Gardens
M00742,Surya Kumar Yadav,MI,48,27,177.78,0,Chinnaswamy
M00743,Shubman Gill,GT,10,13,76.92,0,Wankhede
M00744,KL Rahul,LSG,59,28,210.71,1,Chinnaswamy
M00745,KL Rahul,LSG,52,25,208.0,3,Eden Gardens
M00746,Ravindra Jadeja,CSK,42,12,350.0,0,Eden Gardens
M00747,Ruturaj Gaikwad,CSK,0,23,0.0,1,Eden Gardens
M00748,KL Rahul,LSG,64,6,1066.67,0,Chepauk
M00749,Surya Kumar Yadav,MI,40,26,153.85,1,Chinnaswamy
M00750,Rohit Sharma,MI,53,32,165.62,0,Eden Gardens
M00751,Virat Kohli,RCB,23,16,143.75,3,Eden Gardens
M00752,Rohit Sharma,MI,37,45,82.22,3,Chepauk
M00753,KL Rahul,LSG,22,21,104.76,3,Chepauk
M00754,Jasprit Bumrah,MI,16,15,106.67,1,Wankhede
M00755,Ruturaj Gaikwad,CSK,55,26,211.54,1,Chinnaswamy
M00756,Rohit Sharma,MI,21,32,65.62,1,Eden Gardens
M00757,KL Rahul,LSG,46,23,200.0,1,Wankhede
M00758,Ravindra Jadeja,CSK,36,15,240.0,1,Eden Gardens
M00759,Rohit Sharma,MI,13,11,118.18,0,Eden Gardens
M00760,Jasprit Bumrah,MI,39,22,177.27,0,Eden Gardens
M00761,Ruturaj Gaikwad,CSK,0,21,0.0,1,Chinnaswamy
M00762,Jasprit Bumrah,MI,67,29,231.03,1,Chepauk
M00763,Surya Kumar Yadav,MI,0,38,0.0,2,Wankhede
M00764,Ruturaj Gaikwad,CSK,68,11,618.18,1,Eden Gardens
M00765,Virat Kohli,RCB,45,25,180.0,0,Chinnaswamy
M00766,Virat Kohli,RCB,45,22,204.55,0,Chepauk
M00767,Ruturaj Gaikwad,CSK,0,29,0.0,0,Wankhede
M00768,Surya Kumar Yadav,MI,46,38,121.05,0,Eden Gardens
M00769,Jasprit Bumrah,MI,21,41,51.22,0,Chepauk
M00770,Surya Kumar Yadav,MI,56,24,233.33,1,Wankhede
M00771,Ravindra Jadeja,CSK,44,11,400.0,1,Chepauk
M00772,Ruturaj Gaikwad,CSK,91,16,568.75,2,Wankhede
M00773,Jasprit Bumrah,MI,73,42,173.81,1,Wankhede
M00774,Ruturaj Gaikwad,CSK,34,19,178.95,0,Chinnaswamy
M00775,Virat Kohli,RCB,49,1,4900.0,3,Chepauk
M00776,Shubman Gill,GT,36,23,156.52,0,Eden Gardens
M00777,Ravindra Jadeja,CSK,42,31,135.48,0,Chinnaswamy
M00778,Rohit Sharma,MI,35,19,184.21,0,Eden Gardens
M00779,Rohit Sharma,MI,17,25,68.0,1,Eden Gardens
M00780,Shubman Gill,GT,18,24,75.0,1,Wankhede
M00781,Jasprit Bumrah,MI,31,25,124.0,0,Chinnaswamy
M00782,Ravindra Jadeja,CSK,50,30,166.67,0,Chinnaswamy
M00783,Shubman Gill,GT,97,12,808.33,0,Chinnaswamy
M00784,Surya Kumar Yadav,MI,31,3,1033.33,0,Chepauk
M00785,KL Rahul,LSG,34,21,161.9,1,Chinnaswamy
M00786,Rohit Sharma,MI,77,33,233.33,3,Chepauk
M00787,Ruturaj Gaikwad,CSK,51,17,300.0,0,Chinnaswamy
M00788,Surya Kumar Yadav,MI,26,29,89.66,0,Wankhede
M00789,Rohit Sharma,MI,21,5,420.0,1,Wankhede
M00790,Shubman Gill,GT,78,28,278.57,0,Chepauk
M00791,Jasprit Bumrah,MI,44,30,146.67,0,Wankhede
M00792,Ravindra Jadeja,CSK,26,36,72.22,0,Wankhede
M00793,Ravindra Jadeja,CSK,54,12,450.0,1,Chinnaswamy
M00794,KL Rahul,LSG,52,42,123.81,0,Wankhede
M00795,KL Rahul,LSG,0,24,0.0,1,Wankhede
M00796,Rohit Sharma,MI,0,28,0.0,0,Chinnaswamy
M00797,Ruturaj Gaikwad,CSK,0,30,0.0,0,Chepauk
M00798,Ravindra Jadeja,CSK,10,31,32.26,2,Chepauk
M00799,Surya Kumar Yadav,MI,21,27,77.78,2,Chepauk
M00800,Ruturaj Gaikwad,CSK,25,8,312.5,2,Eden Gardens
M00801,Jasprit Bumrah,MI,72,37,194.59,0,Chepauk
M00802,Jasprit Bumrah,MI,46,45,102.22,3,Chepauk
M00803,Ravindra Jadeja,CSK,85,24,354.17,1,Chinnaswamy
M00804,Jasprit Bumrah,MI,44,23,191.3,0,Wankhede
